0,1,2,3,4,5,6,7,8,9,10,11,energy
0.0,0.0,1.120014,0.0,0.0,0.0,-3e-06,0.0,-1.092344,-8.448711,0.0,4.106705,-113.47478625012342
0.0,0.0,1.217334,0.0,0.0,0.0,0.81943,0.0,-0.733547,0.869755,0.0,1.691461,-113.51405082751951
-0.022028,0.0,1.33539,0.063013,0.0,0.115731,1.009366,0.0,-0.441728,-0.937213,0.0,1.710607,-113.51910522672634
-1.049884,0.0,-0.57305,0.0,0.0,0.0,0.0,0.0,1.1108,0.934271,0.0,-0.600844,-113.53396156423074
0.011722,0.205443,1.154709,-0.003745,0.083138,-0.038738,0.867926,-0.132728,-0.684711,0.03603,0.287193,2.13009,-113.48830667097207
0.187998,0.0,1.240488,0.156991,0.0,0.110274,1.381388,0.0,2.05591,0.463139,0.0,-0.938633,-113.43879071650312
0.018902,0.0,0.007275,-0.227835,0.0,1.142721,0.230513,0.0,-0.966525,9.074669,0.0,-17.712857,-113.42491852019114
-0.0282168722,-1.145e-07,-0.0051331056,-0.056415445,8.23e-08,1.1536178443,2.9865017096,-9.74e-08,2.0439404167,0.046658879,9.805e-07,-0.9940758197,-113.42530523815597
0.0,0.0,0.0,0.0,0.0,1.1698,0.353422,0.0,-0.929282,1.892256,0.0,1.92388,-113.42241134835646
0.0,0.0,1.162072,0.0,0.0,0.0,-0.009802,1e-06,2.15837,-3.239387,-0.010801,-0.587142,-113.42501734883916
0.012577,0.009804,1.235442,0.003271,-0.002855,0.024893,0.75158,-0.008228,-0.786995,-1.091236,0.001279,0.68259,-113.43469351063924
0.0,0.0,1.114035,0.0,0.0,0.0,1.513142,0.0,-0.531809,-0.431099,0.0,-1.011987,-113.47176307557132
0.209629,0.0,1.042261,-0.064159,0.0,-0.043784,-0.34052,0.0,-1.099949,2.570591,0.0,-1.561899,-113.47507471955637
0.0,0.0,1.120258,0.0,0.0,0.0,0.0,0.0,-1.09788,-0.752512,0.0,-3.018163,-113.47595829274785
0.0,0.0,1.120332,0.0,0.0,0.0,0.0,0.0,-1.101287,0.0,0.0,-3.031441,-113.47621219167779
0.1515204470370122,-0.013639443325268952,1.168987797521621,-0.0819417097012465,-0.018464668132272922,-0.021387887124562705,-0.030247204212147556,0.05628850212526977,-1.0889224976704541,-8.380132480340103,0.008478416867094295,3.9381946984374556,-113.43385688357776
-0.019454139031608628,0.0126628906425649,1.2188608506147454,-0.0779128509421681,-0.03476706467357025,0.05502427918639721,-0.07091686632434964,-0.11682082652070243,-1.0304742623077248,-8.470610066882902,0.11785155063061169,4.148730775271259,-113.45987908670364
0.05018780001050136,0.0019437865966804079,1.0440145535792362,0.0350713506474018,-0.040092974741833536,-0.028655145751203974,0.025300828362301603,0.12404600523488624,-0.978208651982897,-8.4956797072105,-0.048340082766143544,4.177470140638029,-113.46114060557623
0.1310852439192266,0.0495981392668847,1.2659921402728327,0.08194284649340805,-0.14389215583562187,-0.03574059840268425,-0.007821430860388022,-0.0422848010604328,-1.033566950762983,-8.425694365261155,-0.07216561183614674,4.167841933101905,-113.36005957633148
-0.029893220688335245,0.06065790448409483,1.1434662829959883,-0.05384418732663095,-0.021651965455108974,-0.05976007162848221,-0.05090580158058027,-0.045010234613630164,-1.1203645775593358,-8.435353607523192,0.07697732969640204,4.213495898026753,-113.43992092370686
0.11246899404876622,0.07814609274126719,1.0894673675187878,0.04933349756467834,-0.101498661932041,0.04463225303430428,0.00784531487997054,0.07070999186479163,-1.0707456378107456,-8.338546707855023,-0.03848291547219254,4.181791615932331,-113.47089799259837
-0.023333039265858294,-0.015417257452044973,1.0954968400990623,0.12342509605044259,-0.06376143027724014,0.07448494556889562,-0.036540682360087805,0.06805925048689564,-1.1073753849754047,-8.524742021585894,-0.04262351110551731,4.199631139331301,-113.45765274375736
0.01194795460247631,-0.06430169889183528,1.157498802128257,0.012944936894731786,0.03725332051964887,0.010726246835176836,-0.01742462891304891,0.018283431326710134,-1.07948148897764,-8.49524560820487,-0.048483957492409246,4.070316872278747,-113.46526537215418
0.0584609965228771,-0.0013092138471657163,1.089590646164741,-0.05077796760233484,0.008687628024555128,-0.06654856057006735,-0.022592088108336707,-0.12144048034413665,-0.9215532645804652,-8.437094093957914,0.0709288339438354,4.041995125200852,-113.40175812083956
-0.031982529815786524,0.05887100780890297,1.0764353900764447,0.04939847927752337,-0.03175773937891214,-0.06921920670786456,-0.002022040085993375,0.03581717859199431,-1.0588200277291073,-8.541518636564968,0.05251617249936668,4.0672704620004065,-113.45476610119204
-0.03367070495708478,-0.07876017826505094,1.0583867752168354,-0.011297183090425945,-0.05700017684509745,-0.07256112170368034,0.03788911514040855,0.01245554303106731,-1.0943022946678909,-8.540563678167704,-0.043729075557266024,4.152993665358251,-113.46801805348092
-0.04261329766213762,0.014947295395557935,1.0422358884086174,0.0021096513372000597,-0.15833303445660632,0.031475085787439926,-0.05104040553766777,0.00902783809950736,-1.0211585623235666,-8.539237526653459,-0.028391403708192573,4.181261740099498,-113.45981900492774
-0.08426816656326999,0.03468723867517262,1.1342960837986422,-0.011400370626346485,0.04609869844530737,0.16935926106705093,0.0031924271990702562,-0.10274373697651586,-1.104004804647267,-8.408379839244686,-0.14832070841337602,4.225444845217847,-113.40253321945804
-0.020306603398782097,0.011362618656444444,1.033274483942166,-0.11436461030900644,0.061870180228420474,0.08637227636827847,-0.0310931938211439,-0.14619996901309693,-1.0815849128427222,-8.424387521589287,0.0958852485887637,4.179657770911935,-113.39307536772353
-0.0541034088354823,0.06053413683277709,1.1482479854671697,0.028475044400105825,0.026966032464943723,0.072973540011974,0.0756686991138773,-0.04372501754668069,-1.0188588343109266,-8.493305062274235,0.1374777002794639,4.061396546184517,-113.47867369571736
-0.07372035352468102,-0.034784012465761405,1.125546421991842,0.055906348958268265,-0.14233292703123626,0.0818704908005369,0.07098147858787258,-0.047728752890072786,-1.0215834607496264,-8.62759478573707,0.0025918040691520223,4.036901994231082,-113.47381265957989
0.02623702228571899,0.06428358994163424,1.1396000332434333,-0.09970679597979748,0.05368835363081532,-0.09753680876380773,0.024055562223452443,0.09992204759620704,-1.0041783540346692,-8.425265866459496,0.025480173321910802,4.191845231570983,-113.38381628998835
0.056477107293744014,-0.032860167586355224,1.0883789422948944,0.05803171218020678,0.030021880882138918,0.08101571159323398,-0.1253123104881855,0.08120537837802692,-1.0816308269723736,-8.415622937562972,0.08083758441319895,4.204971320184731,-113.45191719491979
-0.11225395478796757,-0.013732728685926955,1.117836161914309,0.016822835278629867,0.06448698706655169,-0.08222558119285199,-0.10337394338560038,-0.11121124983671529,-0.9660428503151693,-8.427299015780601,0.032695174600341895,4.181337936547622,-113.39739228298549
-0.06620020502901912,-0.05104253212159918,1.1726324969303235,-0.030870182249202082,0.07997738124306271,0.041867236757186524,-0.016626972797757118,0.06647004927848886,-1.051038734428746,-8.492186145958895,-0.07466471155792574,4.128869955671406,-113.46909864088921
-0.0944766264881246,0.18090439089361293,1.1313587583340368,-0.056122855838390356,-0.07094016971881342,-0.05622103466761962,-0.08660134612428286,-0.12908061912710447,-1.1519477378834777,-8.387405514477926,0.043261808773728073,4.120886780553637,-113.43532443853877
-0.04200621196971136,0.04923604197352468,1.157504926067801,0.01666424925678645,-0.05704281022252344,-0.07902940286758367,0.035103740268408755,0.04604501911662118,-1.130637214032459,-8.352048809662977,-0.07342676753614302,4.019407068498914,-113.41723634314789
0.031076191992930643,-0.0026336999212234753,1.0674182408755577,0.05705321089108697,-0.05000276267405729,0.02661078093823568,-0.019746015503077346,0.0977151414766538,-1.0471612281695237,-8.397743310916795,0.00300404999544102,4.104386648282951,-113.47046437850108
-0.09074442592897625,0.015163894000851328,1.1818845342149054,0.01777186777982967,0.062260664289085575,0.16312343818705008,0.08111173564121896,0.114992712429728,-1.1008898983513449,-8.437336404945984,0.009351698518793312,4.006786200657404,-113.45106086949463
0.016241654291727466,-0.03379587870311356,1.1657296867889746,-0.0830071163166815,0.024319872109989062,0.03774813919553757,-0.16607960569060762,-0.03239006069387817,-1.0248328311990655,-8.407104827080452,0.021432641731141882,4.1500712471104215,-113.47023599914897
-0.022956949085997436,0.04057423072321924,1.1729828297386196,0.12562475068325948,-0.021206281491108626,-0.07912113402724336,0.08059199286715289,-0.03885704665367155,-1.0629638474777738,-8.45689219336253,-0.06401919273658745,4.067485106761675,-113.39497367760907
-0.03358039336480962,0.11271038929489705,1.1632731144580386,-0.09758743205773628,-0.002270224764292494,0.021668555408505135,0.08386788401103734,-0.035223464861533625,-0.9679015362605742,-8.506180261091396,-0.04719598970423791,4.0421375733692875,-113.45687234112208
-0.0015445903071379745,0.0727668952502194,1.2309410425612668,-0.03939083877639227,0.024852109159364096,0.04840498231718984,-0.01571214293276039,0.06712818225384792,-1.0599710290344804,-8.474715606449065,-0.12294559864792903,4.094322057770831,-113.45179606085796
-0.06728533546670548,-0.020575208792062854,1.1345783548184667,-0.07279531449460667,-0.0788706795900408,0.001669015520544082,0.053726857614021836,-0.026251565771286168,-1.0709310761104145,-8.450350787988015,0.014187636859642368,4.21215013392923,-113.46980877747063
-0.053940778029217276,-0.009796285392547328,1.1339839353228836,-0.08447172354504096,-0.0850039812969318,0.11213527137171786,-0.048463926805794484,-0.07854148876008571,-1.0950355781077166,-8.42493997889854,0.019454796129767984,4.1566844656699935,-113.45827130874218
0.09459678803116664,0.046209808932070655,1.1558290800689401,-0.00757307579225612,-0.01645925549421579,0.041955566922852225,-0.016235894381034833,0.04099121502963233,-1.2097470000579849,-8.419839493258293,-0.098579951527019,4.157558258378059,-113.46155894745078
0.11062328836283034,0.021176186025320943,1.1299621078656648,-0.0010535732636823795,-0.10014650147642563,-0.010497635976741622,-0.012291275235574236,0.07405546578866906,-1.0513205039148066,-8.432048649184065,-0.09800895640771774,4.0620445096247515,-113.46010152635853
0.07437653230858629,-0.0592414843711683,1.0807814054477207,-0.14595582324686798,0.013373988075556394,-0.07622881776606216,-0.06142650128465313,0.04204039194238089,-1.0636012459036797,-8.424322292511668,0.17145834779553676,4.0026023209968,-113.44082795126053
-0.03155774815220395,0.04116641534398037,1.0748248492295531,0.05042401086143037,0.09790000001043449,0.08900014890030998,-0.05181461758579327,0.10028478191918855,-1.0828111342342284,-8.58510037826614,0.07058833715460194,4.189263851449429,-113.43824294204268
0.06834294183106313,-0.0031948077341692875,1.0864076567893126,0.0035347411150057997,0.04323835668322913,-0.049694311002754454,-0.05791114815696739,0.025312214621865864,-1.1187527038350276,-8.378499289426662,0.0021918271525433286,4.094321621781802,-113.46930102609826
0.04981743130517819,0.10549978388425968,1.1801394723397414,-0.11407173939609457,0.08377710811202863,-0.08160672531328833,0.06925737173361168,-0.01796169166601001,-1.2379972297822461,-8.384495527998519,-0.07662373742019829,4.138527469061699,-113.39455378501825
-0.04067157705652218,-0.08552888474925802,1.1456345486460175,0.09666393641714338,-0.009384627608044737,0.0822210009877436,-0.003221713666990947,0.029145123617154715,-1.0990536151380255,-8.507999657749147,0.01854415142837057,4.131211449327965,-113.47140745319292
0.012541887472320665,0.023402015795583632,1.128998772147967,0.07695745075791176,-0.02553809698073829,0.03856676600069626,-0.017018351751317305,0.015236432406268223,-1.1670011187356015,-8.41004000633345,-0.1358947566963665,4.084581926573964,-113.47008022131946
0.027520557473893575,0.14253352955017237,1.0851535652178106,0.10729735994221735,0.03462563328972046,-0.03146406923159865,0.022639689180437173,-0.08834677459149873,-1.0700144729743681,-8.376916539558922,0.01673938132887489,4.023672422649134,-113.47091491433989
-0.08953236172913848,0.09027704627843688,1.0853202554604753,-0.008793311766989961,0.10076164639373938,-0.17120270708048096,-0.11541421076220894,0.02580958753090076,-1.164567733325371,-8.462055422856956,0.02991751983288671,4.049787811291355,-113.40001701784067
