OC,OH1,OH2,CH1,CH2,H1H2,energy
0.8606257474067232,1.0034853091014142,0.05025125665855394,0.4632906881496803,0.047561415539810505,0.052803084949523335,-113.42491852019228
0.9144122637204275,0.0769230776949636,0.07653875832889688,0.07701544381065889,0.07699569827529174,1.3543279840649995,-113.40107529846668
0.9144646358236034,0.3143374907355515,0.31511812708498893,0.23401723661201895,0.23633426499687143,1.3533308925054106,-113.40145777751688
0.8214672390650389,0.47259263129090684,1.0094985538651007,0.9092574739746792,0.5257688901687373,0.4122810053475106,-113.51405082751894
0.8179155188866752,0.4866815682878479,1.0110032896988228,0.910467229940191,0.5311878703795566,0.34458765162635113,-113.51910522673056
0.8928459822823644,0.45200641125852176,0.11159363212741794,0.9154625282843396,0.10645182631016496,0.10080420962058591,-113.47478625012623
0.8360541481270386,0.5039457683629948,0.5039434432843085,0.9002520705797623,0.9002523719913119,0.5128146136875223,-113.53396156422646
0.892838063854294,0.4521357703345417,0.2844885066048975,0.9159829590906204,0.3288587619365289,0.3392664912340369,-113.47507471955628
0.8925925529218126,0.4501221856672994,0.24086095265805715,0.9080285157275078,0.32987612162004804,0.5180933749327774,-113.476212191673
0.8623209713873278,0.9529036881184346,0.4103388988965987,0.4526761079813588,0.27803488281246747,0.7206760517906637,-113.42850136759616
0.7154237490636891,1.01313367749977,1.01313367749977,0.4777318737683332,0.4777318737683332,0.5959646044702113,-113.44112245726215
0.8605318775428717,1.003667182148844,0.2716278896049335,0.4633078147155933,0.30374965909998947,0.23591092350603202,-113.42501734883459
0.8645945981070575,0.7397702390162582,0.10849795874626143,0.7648422379069736,0.10854898857849486,0.125,-113.34801297601564
0.7532892140207142,0.8567958354236093,0.9946183044273714,0.7063689155330759,0.4732325304301943,0.47945604380917106,-113.36475448104048
0.8612804586465014,0.5762431343823351,0.5762441252533155,0.34826634155799746,0.34826538951233604,1.085315927280334,-113.37423787602266
0.9016825390681068,0.3731240371962827,0.3731240865746315,0.5689265055682947,0.5689265435375371,1.2128335578713791,-113.42051978518651
0.9014911631575282,0.33957584319700235,0.39374292896031726,0.528260029972394,0.5982068494371406,1.2088172334565588,-113.42014572613205
0.8334741436320542,0.4861642979568069,1.021343350006935,0.9039915463935017,0.4589747198137799,0.3372630590127817,-113.48830667097354
0.8844554065969797,0.6918646495239988,0.45528585363796664,0.43500273720680305,0.9151875726940921,0.3192677965846556,-113.43879071649364
0.826001909460384,0.4644034178496349,0.8100097665371736,0.9056702850285844,0.7831336198018721,0.42425697779873406,-113.4346935106263
0.8976378659557374,0.4472851138549428,0.4609804780642999,0.6234894387551849,0.9091044195461011,0.4993360761195709,-113.47176307558523
0.8926515142047635,0.4508285778432181,0.23773968499857026,0.910846358436259,0.32148554203701796,0.484856756375028,-113.47595829273828
0.8169440836995827,1.0037183207765297,0.6614180528662769,0.5045944571523542,0.40600148275371156,0.4938017872106148,-113.37071346610531
0.8548469823901522,1.0058142450959775,0.37057510679434,0.4697864214577857,0.4909239077666002,0.3084812253234923,-113.42241134835687
0.8627427901462044,0.2743359776697617,1.0082950469523604,0.315408467000674,0.4650804428126679,0.23654336303709042,-113.42530523815762
0.7176384668616697,1.0198725175176862,0.050274665351876954,0.42633821019634577,0.047113207602076115,0.052851153050257865,-113.34627615015394
0.9155903211910752,1.2942954918551506,0.049966931800241025,0.5422142178116145,0.04749569703623549,0.051972197579140705,-113.35583131406895
0.7335524648532443,1.044710754491302,0.05004172008484454,0.43126524288463186,0.04692915568640845,0.0525167436002397,-113.35791384305028
0.7708753301491834,0.9912877302008757,0.05048593462497093,0.43586275019142257,0.047404393204583145,0.05308912788366918,-113.387991620822
0.7932479354904739,0.9945121756951957,0.05067170387266247,0.44877901867628023,0.047707814228742616,0.05301089372856148,-113.40323120356024
0.9004204088507199,0.8024043384315451,0.049786141509329404,0.43119104340254577,0.04718840562120851,0.052703695350244086,-113.39116237275928
0.6829550886791511,1.0036899919325581,0.05088156800981718,0.41037434732750144,0.047376550114655955,0.05335550079437239,-113.30999740211055
1.1040102950511939,0.9997112005778063,0.05018904140665589,0.5313904298087347,0.04810332149925854,0.05276741351135881,-113.20452744379624
0.7413995688248046,1.053816327955561,0.05087308382391106,0.4394842100642907,0.047676492175111586,0.05321669447640645,-113.36607452219135
0.9230000714471899,0.8597407049460892,0.05021585743088989,0.44545712220444456,0.047701494621491244,0.053200461878828244,-113.39968263159548
0.8224835126329952,0.946594456387353,0.04997236593346547,0.44234752192531707,0.04732758587921092,0.052671539750454584,-113.41205083672844
0.8220813647270289,1.0909133810173992,0.050008049839719765,0.4731252478259809,0.047366013420234415,0.0523464201763661,-113.411952626431
0.7745043329161914,0.9538973923312368,0.050655819815589025,0.42890123753289444,0.04759351847195299,0.05341114625261721,-113.38748264727677
0.798565845453115,1.08809024094032,0.05036958438416082,0.472032782906485,0.0475483492017626,0.05277787101924612,-113.40329236960531
0.8619940311689096,1.2563921336086894,0.05078930763938282,0.5119336905845329,0.04801807801474758,0.05291015725812997,-113.37818760995887
0.7228725967122156,1.000386154933049,0.05047551808735754,0.4372829657517896,0.047379617882802025,0.05274077979300743,-113.3560956311269
0.8410765885994875,0.9512364172128576,0.04981262929191531,0.4483136245385941,0.047056939796834944,0.05239858524890025,-113.41826657172855
0.9712010697474371,1.0200570547933525,0.050693967614393994,0.5075021102218651,0.04825549544953458,0.05314400999360242,-113.38818495366577
0.7489742922786422,1.2941086063094691,0.05040071273830967,0.47778442408919525,0.047267839692134585,0.05224624776477094,-113.30937813927186
0.8631288164743615,1.1707031726331036,0.0505553959883019,0.5029456779762553,0.04782221102337896,0.05282455704571833,-113.4064589271368
0.8166778297124098,1.2333639591197978,0.050402594412059125,0.4939900443624034,0.047700463521345646,0.052441662021248406,-113.37558468937
0.8425546122972446,0.972102164682826,0.05077593687951697,0.4599292760851243,0.04796905357118582,0.05335172292112259,-113.42096058052964
0.7271157913939237,1.2157461364473707,0.05054588861878328,0.4584989104748551,0.047382089346252265,0.05267406951587274,-113.32227797714278
0.6864930222921669,1.3541329773294648,0.050681443976847596,0.45790542210949475,0.04730364308025279,0.052484937783873906,-113.21827267829129
0.9176843280269922,1.0559250415552786,0.04981194373419568,0.501453540942827,0.0475111001681558,0.052165772810296024,-113.41706288838644
0.8092292946620041,1.0467157903001933,0.050709226042897994,0.4572099512835433,0.04773439044564739,0.05324483799293054,-113.40965798355042
0.8960098154977421,0.9437623697931159,0.05015743965715443,0.46257452027393653,0.047553828620727975,0.05286592444745321,-113.42023169117695
0.8478155754919167,0.9630963421450376,0.05004841618294917,0.45618029151704204,0.047314730738899205,0.0526907900685779,-113.42112110290527
0.7266324874090875,0.9839971563471533,0.05001104496900555,0.4210746734006361,0.04679120929360678,0.05261249970747447,-113.35253015511864
0.9158567718535554,0.9527290568030558,0.0502650854981214,0.4755247258602452,0.04765157071933792,0.05280492746482663,-113.41596231946129
1.0891611325043957,0.8400576074573721,0.04989096832255484,0.4794513538764539,0.047773165171940905,0.05289968120720656,-113.21279571230153
0.8273149968150467,0.9154454597337968,0.04976410007504665,0.43715606316972194,0.04716214518796434,0.05250369679371034,-113.40975844257336
0.9136769057952556,1.0418147943488285,0.049980036497259676,0.49173541427554907,0.04753304914088973,0.052111751245616046,-113.41963576319027
0.6930585701313883,1.3436239388855462,0.05055128508928104,0.4653610306419732,0.04723134055660096,0.052400664924508386,-113.23484885813343
0.88236350556399,0.886667647585032,0.05032707434241328,0.44352587889695144,0.04768120502537401,0.053116263541110424,-113.41317483583876
0.8036750914001504,0.8777702638353945,0.0501395324893195,0.42018633724569804,0.04746826825671253,0.05284852254465896,-113.39271622775075
0.9643281153533401,1.0733655064027907,0.049770826605423084,0.5122677609772419,0.047457493696401044,0.05201598740921141,-113.39201298856995
0.8460553527178549,1.0577389814829834,0.05056203545613378,0.47286996532383907,0.04791680095377569,0.05301123264513524,-113.42166181447132
0.8297405212701694,1.081258484035151,0.050173042151950335,0.4736584029903679,0.04757170616055066,0.05253760454205616,-113.4155924472022
0.8721590712904895,0.9559475190689793,0.05047942868209908,0.45897680405692204,0.0477455971218331,0.053079806156528325,-113.42302892545987
0.7627213368002372,1.0230940472723062,0.05022977785501963,0.44637745173065496,0.047301668230421326,0.0526971731422556,-113.38520396346372
0.8867135761229126,1.008363745046531,0.05023843623255711,0.4836477240837974,0.04758661461454339,0.05262856827579446,-113.42506137702681
0.8972293727429034,0.9166494591331567,0.05059774456338761,0.46086589898478125,0.04800299537299106,0.05301574090592327,-113.41632963566008
0.7659385926080307,1.363093007446866,0.05021098082359506,0.5020110714269101,0.047485834030482996,0.052120530599846435,-113.2878181342798
0.8061452421133395,0.8231444743003947,0.04998598017939952,0.4126885582624041,0.04708369125816226,0.052884962510372044,-113.38210203778523
0.6949659995961875,1.299521486045006,0.050707876696406466,0.45579323432380453,0.047390443093870756,0.05274459225802803,-113.25657768591542
1.1163808825202166,1.0439205892146655,0.04951926723341948,0.5407035957849305,0.04746802639022052,0.05184815392342123,-113.18094490891636
0.7919830774788224,1.0575388372634045,0.05003759712156825,0.46831295767466474,0.047333046210684813,0.052504644423099794,-113.40330792467329
0.8278183563705772,0.9587030355377202,0.049943382635438884,0.44725112762498115,0.04713635353558444,0.052477167249052596,-113.41525268308209
0.8298772468373318,0.9117197882900733,0.05021810202940555,0.44384359146551394,0.047586907693141556,0.05309302163268489,-113.41085007890032
0.8564601842012862,0.989029235227113,0.050711316108335,0.46039734536078875,0.04789623349151529,0.05338840518973084,-113.42397511154036
0.9144197330015367,0.8163674340999824,0.049933361277827985,0.4347071076601943,0.04747796808167054,0.053164141282959605,-113.3917732678648
0.7741926266024116,1.1967677713312728,0.05068291123443002,0.48003249591339403,0.04788135352818913,0.05290939495129322,-113.36689961451158
0.8519284841779946,0.9810164265373481,0.04985222513050523,0.4568555877683529,0.04711018753160882,0.05244818881900529,-113.42282456754177
0.8791297517206182,1.079190353225242,0.05075284831287655,0.48454706445092216,0.04816722983485033,0.05308931786719399,-113.42292251363176
1.0194521655887596,0.9331170196398132,0.050231188519512526,0.4883361071877269,0.0480548978283159,0.052949141749311944,-113.33747649767072
0.8752232879408782,0.8406571290796531,0.05038544542006094,0.4327045995261192,0.04767276534249438,0.053418453324247266,-113.40346960145077
0.7690632092971939,0.9556145147652059,0.04970821798774803,0.43433651532002077,0.04686208168305293,0.05243349206687559,-113.3860803104536
0.7617797580079491,0.9636533289998411,0.0502025381257757,0.43033828494879217,0.04717086268271587,0.052749158682600474,-113.3806664009601
1.0519132775779734,0.9991760344285175,0.050139026950657625,0.5287441535382462,0.0478899707296949,0.0524968921500225,-113.29322294001493
0.9048310140799097,0.07666904597997033,0.0773833497609904,0.07548271851578119,0.07646186265012896,1.4516616263759197,-113.39791864348976
0.8301958610400029,0.0757208583627593,0.075407684660864,0.07655898054577957,0.0767442339295259,1.046945429169738,-113.35652802450821
0.8681416302014284,0.07700716287055089,0.07731472834167968,0.07824194862393041,0.07890251605291146,1.5425785408864157,-113.38451239542697
1.1196766931704858,0.07529507280973581,0.07688632137163794,0.07634259242314818,0.07826071948035936,1.3246465720850362,-113.21048923097324
1.0664349996353524,0.07704967546503154,0.07611922106167215,0.07740743031487672,0.07676552346363621,1.2027212618124565,-113.29556187608885
0.9349221266048835,0.07832810993555847,0.07744659864221137,0.07881354169891672,0.07828328474474154,1.372975154067339,-113.39928769097546
1.3520926947327523,0.07647334938603674,0.0761601831864353,0.07732644771964432,0.07717027767478636,1.946583764294072,-112.39418757717092
0.8407275159581202,0.0768636563604614,0.07612690982448897,0.07754498874664871,0.07704291340818195,2.115483375800039,-113.27588843512402
1.0990156384389673,0.07676038310707889,0.07821077475629232,0.07586898064975542,0.07764566900151293,1.1049596578124807,-113.2356206639938
0.8531784833510623,0.07660525723424386,0.07707755809048318,0.07593495974605254,0.07694579566910222,0.9464801925651436,-113.34883809348335
1.041553986579704,0.07673101470918073,0.07677132526472345,0.07746684942725361,0.07786506124304332,1.2261244450606745,-113.32862380799101
0.9437243053124117,0.07715751546684922,0.07562732245326108,0.07791409319769742,0.0767596097843838,1.1108909146036552,-113.3854728204119
0.9205697603295356,0.07608162124896575,0.07443553283795613,0.07874133597723339,0.0772489542089553,1.473635942192308,-113.39702175740234
0.9320769525495365,0.07757814007269916,0.07707726824617091,0.07788080800557559,0.07774705239352188,1.3371849596249015,-113.3999943792545
1.0428148210303796,0.07662762041628247,0.07810433849720586,0.07678482697953723,0.07864490553830553,1.139133919538883,-113.32063646789229
0.8805051055166849,0.0778188417118108,0.07761836254518915,0.07710203670655229,0.07717354708441514,1.6402461851804784,-113.37818540195542
0.9816643117759151,0.07640075541434009,0.077274003885255,0.07631505066874102,0.07746241282532963,1.6283343514045636,-113.36542771774276
0.8742540137278264,0.07812650734385802,0.07680222669332716,0.0776241081116289,0.07666356287106771,1.3780490390008127,-113.39481787466607
0.8412987355242472,0.07730687349350712,0.07625419693631981,0.0764912552164385,0.07587928734495396,1.215784959731884,-113.3793686119222
0.9669695557364705,0.07616110622064176,0.07573088048499142,0.07636008891134985,0.07625349248714743,1.31359712353606,-113.38997294221524
0.9855160367347806,0.07619719135047946,0.07640616729632987,0.07587389159471908,0.07650191439234923,1.0644043030813752,-113.36215773548466
0.9187178105495148,0.07599383524458672,0.07590285001391044,0.07633610034518945,0.07658559310879577,1.388049354449124,-113.40051400964504
0.9022902880729624,0.07784774759360803,0.07650963134169225,0.07799384281156362,0.07702762326848935,1.2958223560216917,-113.40015468158742
0.8555903792778451,0.07620137328320481,0.07541655003372773,0.07655128533468412,0.0762066625686222,1.117160581698451,-113.37722911003765
0.8799719383902851,0.07633110314346257,0.07559028330792879,0.07650520136461077,0.07610202641222838,1.3935075413770972,-113.3959999927306
0.8482502112508955,0.07733935254598927,0.07637036316334293,0.07659399678524925,0.0760631739589536,1.189166159887375,-113.38075126714085
0.9564450246116835,0.07737347122921107,0.07687456356743376,0.07741594923583148,0.07720329535699291,1.553599142952583,-113.38441131912028
1.0205094452148762,0.07756448578332815,0.07687925446123449,0.07832414989938946,0.0779055113144309,1.5671840113888873,-113.34244709534724
0.9746342619698484,0.07801720281060848,0.07697781392681749,0.07782452601569409,0.07715318299852278,1.274896635097641,-113.38560726595959
0.8503009812584599,0.07658484278052388,0.07597479774695906,0.07744166597462059,0.07724148339196028,1.2451044550575514,-113.38481701715338
1.0412604000965189,0.0775558458393373,0.07646482523745785,0.07839104914893694,0.07768945124144375,1.0145451649871844,-113.30578023736963
0.9667881452318495,0.07609973599397063,0.07581741744860344,0.07792309085785104,0.0780643574106823,1.035371063322845,-113.3675598496788
0.725779386009307,0.07565519677700856,0.07588716336516318,0.076719927354538,0.07749922569011831,1.1324625535642787,-113.25171399653308
0.8394392224920042,0.0781863578777104,0.07704416203367148,0.07760477616970261,0.07677774306734532,1.6465538399251227,-113.36253168306361
0.9914776884380025,0.07587575916832026,0.0749378189561104,0.07670790937495096,0.07622241693798551,0.9132318798702314,-113.33008462676919
0.9692397580049084,0.07688144065007703,0.07568620589909532,0.07849004908283565,0.07757276190502832,1.3167858909349133,-113.38899073883448
0.7387500006723522,0.07784154866347755,0.07568433583182886,0.07736974096011677,0.07580907808664998,0.9813263922810203,-113.24237436858387
0.9505212009439219,0.07753011329403224,0.07592196429784585,0.07726219917310023,0.07595029755927267,1.5062979557378586,-113.38999692882895
